aset_id,opd_id,kategori_kib,kondisi,status,luas_m2,umur_aset,address,lat,lon,poi_kampus_n,poi_kampus_d,poi_sekolah_n,poi_sekolah_d,poi_mal_n,poi_mal_d,poi_pasar_n,poi_pasar_d,poi_rumah_sakit_n,poi_rumah_sakit_d,poi_puskesmas_n,poi_puskesmas_d,poi_stasiun_n,poi_stasiun_d,poi_kantor_n,poi_kantor_d,poi_tempat_budaya_n,poi_tempat_budaya_d,poi_total,y_jenis,y_kontribusi,y_permintaan
aset-0093,2,2,1,0,924,9,"Jl. Ahmad Yani No. 24, Kel. Pusat Pasar Kec. Medan Sunggal, Kota Medan",3.59853,98.66877,3,1.3955,6,0.7118,6,0.409,1,0.6628,6,1.1393,1,0.5736,1,1.3168,1,0.8554,6,0.5109,31,2,79400000,2
aset-0094,5,2,0,1,1047,26,"Jl. Jamin Ginting No. 48, Kel. Petisah Tengah Kec. Medan Petisah, Kota Medan",3.599238,98.693016,3,0.6615,7,0.8487,6,0.5388,2,1.9168,7,1.029,0,3.1446,1,2.0529,1,2.0824,6,1.821,33,2,42000000,2
aset-0095,6,0,1,1,634,25,"Jl. Marelan Raya No. 45, Kel. Jati Kec. Medan Selayang, Kota Medan",3.588719,98.706124,1,2.1209,4,1.443,2,1.6942,1,1.637,4,1.5893,0,4.617,0,3.2353,0,3.5036,3,2.6841,15,2,11000000,1
aset-0096,1,0,0,1,1656,10,"Gang Sisingamangaraja No. 24, Kel. Kesawan Kec. Medan Johor, Kota Medan",3.583856,98.673351,4,0.8406,7,0.7977,7,0.2063,2,1.0497,6,0.1966,1,1.5474,1,0.7942,1,1.1428,7,0.5466,36,2,1563600000,2
aset-0097,3,0,0,0,4731,11,"Jl. Veteran No. 20, Kel. Pasar Merah Kec. Medan Tembung, Kota Medan",3.579964,98.670267,3,1.3922,6,1.2952,7,0.6244,3,1.4518,5,0.5921,2,1.7711,1,1.343,1,1.6468,7,1.097,35,2,906000000,2
aset-0098,4,0,0,2,912,7,"Komplek Teuku Cik Ditiro No. 18, Kel. Aur Kec. Medan Denai, Kota Medan",3.570999,98.671324,2,1.841,6,2.2438,5,0.5777,3,1.98,5,1.5587,2,1.8094,1,2.2048,1,2.59,7,1.4683,32,2,164300000,2
aset-0099,4,0,0,1,1336,18,"Komplek Imam Bonjol No. 16, Kel. Sunggal Kec. Medan Marelan, Kota Medan",3.613871,98.693959,3,1.8767,2,1.1876,3,2.1649,0,3.4464,4,0.691,0,3.8382,0,3.2539,0,3.0511,1,2.9775,13,2,49700000,1
aset-0100,2,2,1,1,3330,22,"Blok Ahmad Yani No. 40, Kel. Sunggal Kec. Medan Labuhan, Kota Medan",3.581081,98.708442,1,2.7573,3,1.4952,1,2.3571,1,1.7167,2,1.7269,0,5.0,0,3.6275,0,3.9796,2,2.7402,10,2,3800000,1
aset-0101,6,0,1,1,590,9,"Lorong Setiabudi No. 10, Kel. Gaharu Kec. Medan Baru, Kota Medan",3.640505,98.674568,1,1.1849,0,4.22,1,1.6608,0,5.0,0,3.4663,0,5.0,0,5.0,0,5.0,0,5.0,2,5,1800000,0
aset-0102,5,0,1,1,3340,27,"Jl. Yos Sudarso No. 18, Kel. Suka Maju Kec. Medan Barat, Kota Medan",3.563021,98.687567,0,3.1756,3,2.2659,4,2.1907,2,2.1949,3,2.302,1,2.6233,0,3.221,0,3.7164,3,1.4035,16,2,60700000,1
aset-0103,4,2,2,1,535,27,"Jl. Marelan Raya No. 34, Kel. Aur Kec. Medan Tembung, Kota Medan",3.543557,98.699057,0,5.0,0,4.2983,0,4.3214,0,4.1217,0,4.4371,0,4.025,0,5.0,0,5.0,0,3.8899,0,4,100000,0
aset-0104,3,2,1,0,2020,15,"Jl. Thamrin No. 40, Kel. Pasar Merah Kec. Medan Maimun, Kota Medan",3.524923,98.681622,0,5.0,0,5.0,0,4.917,0,3.8817,0,5.0,0,3.9172,0,5.0,0,5.0,0,5.0,0,1,200000,0
aset-0105,4,2,2,1,397,10,"Jl. HM Yamin No. 22, Kel. Suka Maju Kec. Medan Marelan, Kota Medan",3.544365,98.715779,0,5.0,0,4.7782,0,5.0,0,4.8892,0,4.9847,0,5.0,0,5.0,0,5.0,0,4.9191,0,4,100000,0
aset-0106,6,2,0,0,1316,7,"Jl. Marelan Raya No. 4, Kel. Polonia Kec. Medan Petisah, Kota Medan",3.627013,98.701098,1,2.2983,1,2.8468,0,3.342,0,5.0,3,2.1885,0,5.0,0,4.9082,0,4.6758,0,4.6306,5,2,3300000,1
aset-0107,2,2,0,2,2147,12,"Jl. Sisingamangaraja No. 8, Kel. Petisah Tengah Kec. Medan Area, Kota Medan",3.555863,98.619099,0,4.2586,0,5.0,0,5.0,0,4.951,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,1300000,0
aset-0108,2,2,2,0,201,15,"Jl. Sisingamangaraja No. 32, Kel. Titi Kuning Kec. Medan Tembung, Kota Medan",3.633313,98.719168,0,4.2381,0,4.6771,0,5.0,0,5.0,0,3.8122,0,5.0,0,5.0,0,5.0,0,5.0,0,4,500000,0
aset-0109,4,2,0,1,423,26,"Jl. Putri Hijau No. 6, Kel. Jati Kec. Medan Barat, Kota Medan",3.59531,98.675576,3,0.6545,7,0.371,6,0.6822,2,0.5691,8,0.6068,1,1.1742,1,0.6112,1,0.1591,7,0.4521,36,2,83400000,2
aset-0110,4,0,1,0,792,13,"Jl. Gatot Subroto No. 28, Kel. Aur Kec. Medan Denai, Kota Medan",3.569465,98.621849,0,3.9449,0,5.0,0,5.0,0,4.9189,0,5.0,0,5.0,0,5.0,0,5.0,0,4.2725,0,2,2200000,0
aset-0111,1,0,0,0,4059,15,"Jl. Balai Kota No. 15, Kel. Merdeka Kec. Medan Tembung, Kota Medan",3.627669,98.674662,2,0.8524,1,2.9231,1,0.4468,0,3.8764,2,2.0868,0,3.7876,0,4.1966,0,3.744,0,3.8161,6,5,5200000,1
aset-0112,2,2,1,1,1546,22,"Jl. HM Yamin No. 24, Kel. Merdeka Kec. Medan Kota, Kota Medan",3.568012,98.689047,1,2.7302,3,1.6899,6,1.7551,1,1.6161,3,1.7234,1,2.9843,1,2.7866,0,3.2834,5,0.9734,21,2,14000000,2
aset-0113,5,0,0,1,3466,22,"Jl. Ahmad Yani No. 34, Kel. Sei Sikambing Kec. Medan Helvetia, Kota Medan",3.606877,98.642651,0,4.035,0,3.604,0,3.3381,0,3.504,0,3.1784,1,2.8098,0,4.2488,0,3.8649,1,2.4144,2,0,3400000,1
aset-0114,6,2,0,0,663,23,"Jl. Teuku Cik Ditiro No. 42, Kel. Bantan Kec. Medan Denai, Kota Medan",3.613879,98.682045,4,0.939,6,1.188,5,1.8218,1,2.6253,5,0.4466,1,2.8258,1,2.7136,1,2.3446,4,2.4481,28,2,33300000,2
aset-0115,4,0,0,1,3096,26,"Jl. Gatot Subroto No. 48, Kel. Sei Sikambing Kec. Medan Selayang, Kota Medan",3.618032,98.659712,2,2.5242,0,3.0995,2,1.5344,0,3.0523,2,2.5256,1,2.6274,0,3.6601,0,3.1653,1,2.8261,8,5,9100000,1
aset-0116,5,2,0,1,493,10,"Jl. Gatot Subroto No. 42, Kel. Gaharu Kec. Medan Perjuangan, Kota Medan",3.513432,98.63622,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,500000,0
aset-0117,1,0,0,1,3852,7,"Jl. Diponegoro No. 12, Kel. Sunggal Kec. Medan Johor, Kota Medan",3.595287,98.695843,3,0.8378,7,1.3871,6,0.4353,2,1.5108,7,1.4022,0,3.4229,1,2.1722,1,2.3175,5,1.7914,32,2,536600000,2
aset-0118,2,0,2,1,1497,23,"Jl. Setiabudi No. 15, Kel. Jati Kec. Medan Labuhan, Kota Medan",3.598671,98.68429,3,0.5609,7,0.8153,6,0.9732,2,1.6041,8,0.4707,1,2.1793,1,1.2587,1,1.1544,6,0.9872,35,2,259200000,2
aset-0119,4,2,0,1,1608,13,"Jl. Sutomo No. 25, Kel. Polonia Kec. Medan Helvetia, Kota Medan",3.557023,98.672536,1,1.8685,0,3.635,3,1.2182,1,1.0086,0,3.1115,1,0.844,0,3.7002,0,4.1207,2,2.373,8,5,4800000,1
aset-0120,3,0,1,2,2762,14,"Jl. Sisingamangaraja No. 34, Kel. Suka Maju Kec. Medan Tembung, Kota Medan",3.585962,98.698303,2,1.543,6,0.5731,5,1.1793,1,0.7352,6,0.6744,0,3.8301,1,2.4064,1,2.7362,5,1.813,27,2,551700000,2
aset-0121,3,2,0,2,587,9,"Jl. Sisingamangaraja No. 8, Kel. Sunggal Kec. Medan Selayang, Kota Medan",3.549294,98.689655,0,3.952,0,3.6848,0,3.1068,1,2.9472,0,3.7663,1,2.836,0,4.7392,0,5.0,1,2.9397,3,1,200000,0
aset-0122,6,0,0,1,1872,9,"Jl. Jamin Ginting No. 2, Kel. Gaharu Kec. Medan Kota, Kota Medan",3.606518,98.621643,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.9791,0,5.0,0,5.0,0,4.183,0,3,1200000,0
aset-0123,5,0,1,1,808,18,"Jl. Setiabudi No. 22, Kel. Pandan Selamat Kec. Medan Deli, Kota Medan",3.542751,98.689463,0,4.2674,0,4.4074,0,3.5979,0,3.1623,0,4.4927,0,3.0889,0,5.0,0,5.0,0,3.6497,0,2,4100000,0
aset-0124,3,2,0,1,760,23,"Jl. Gatot Subroto No. 2, Kel. Bantan Kec. Medan Kota, Kota Medan",3.620386,98.635295,0,5.0,0,5.0,0,4.0111,0,4.9973,0,4.8007,0,4.3399,0,5.0,0,5.0,0,4.1185,0,1,300000,0
aset-0125,6,0,0,0,1674,26,"Jl. Gatot Subroto No. 1, Kel. Titi Kuning Kec. Medan Sunggal, Kota Medan",3.582282,98.634992,0,3.2333,0,4.2764,0,4.0381,0,4.17,0,3.4129,0,3.618,0,4.7403,0,4.6272,1,2.3427,1,2,3800000,0
aset-0126,1,2,0,1,226,11,"Jl. Pemuda No. 10, Kel. Pusat Pasar Kec. Medan Denai, Kota Medan",3.535903,98.676734,0,3.7381,0,5.0,0,3.5912,1,2.5602,0,5.0,1,2.5865,0,5.0,0,5.0,0,4.4305,2,1,200000,1
aset-0127,2,0,2,0,11653,26,"Jl. Gatot Subroto No. 32, Kel. Pulo Brayan Kec. Medan Polonia, Kota Medan",3.576113,98.646362,1,1.8622,0,3.409,1,2.6064,0,3.044,1,2.5162,1,2.9476,0,3.7343,0,3.7492,1,1.724,5,0,12200000,1
aset-0128,6,2,1,1,932,12,"Jl. Sisingamangaraja No. 10, Kel. Petisah Tengah Kec. Medan Area, Kota Medan",3.534413,98.612453,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,200000,1
aset-0129,2,0,1,1,3107,8,"Jl. Teuku Cik Ditiro No. 16, Kel. Pusat Pasar Kec. Medan Labuhan, Kota Medan",3.537717,98.648126,1,2.9716,0,5.0,0,3.9328,1,2.5765,0,5.0,1,2.7641,0,5.0,0,5.0,0,5.0,3,0,13200000,0
aset-0130,4,0,0,0,2741,25,"Jl. Sisingamangaraja No. 15, Kel. Jati Kec. Medan Barat, Kota Medan",3.606713,98.688416,4,1.048,7,0.196,6,1.4151,2,2.4619,6,0.4911,1,2.9068,1,2.2492,1,2.0531,4,1.9723,32,2,286900000,2
aset-0131,6,2,0,1,650,8,"Jl. KH Wahid Hasyim No. 4, Kel. Sei Sikambing Kec. Medan Selayang, Kota Medan",3.528325,98.671283,0,4.1773,0,5.0,0,4.3159,0,3.0725,0,5.0,0,3.1553,0,5.0,0,5.0,0,5.0,0,1,100000,0
aset-0132,3,0,0,0,1415,22,"Jl. Gatot Subroto No. 16, Kel. Pasar Merah Kec. Medan Barat, Kota Medan",3.635598,98.681627,1,0.406,0,3.475,1,1.5905,0,4.8812,1,2.8472,0,4.8768,0,5.0,0,4.6835,0,4.8406,3,0,10100000,1
aset-0133,6,2,2,2,474,10,"Jl. KH Wahid Hasyim No. 45, Kel. Padang Bulan Kec. Medan Sunggal, Kota Medan",3.532951,98.615035,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4,300000,0
aset-0134,4,2,1,0,457,18,"Jl. Setiabudi No. 50, Kel. Polonia Kec. Medan Selayang, Kota Medan",3.593393,98.649348,0,3.1924,3,2.5143,1,2.6286,1,2.4033,2,1.8044,1,1.7462,0,3.0919,1,2.8476,2,0.795,11,2,1700000,1
aset-0135,6,2,0,1,396,21,"Jl. HM Yamin No. 28, Kel. Merdeka Kec. Medan Area, Kota Medan",3.535815,98.677855,0,3.8207,0,5.0,0,3.636,1,2.6403,0,5.0,1,2.6595,0,5.0,0,5.0,0,4.4195,2,1,200000,1
aset-0136,6,0,0,1,1574,28,"Jl. Marelan Raya No. 10, Kel. Polonia Kec. Medan Barat, Kota Medan",3.561891,98.624049,0,3.6368,0,5.0,0,4.9106,0,4.4686,0,5.0,0,4.5917,0,5.0,0,5.0,0,4.5699,0,5,2300000,0
aset-0137,5,0,0,1,2046,28,"Jl. Cut Mutia No. 3, Kel. Gaharu Kec. Medan Denai, Kota Medan",3.618305,98.649116,0,3.5876,0,3.7904,1,2.5749,0,3.7169,0,3.6569,0,3.1341,0,4.4138,0,3.944,0,3.3234,1,5,2500000,0
aset-0138,1,2,1,1,334,9,"Jl. Imam Bonjol No. 20, Kel. Jati Kec. Medan Deli, Kota Medan",3.616529,98.654901,1,2.9194,0,3.232,2,2.0739,0,3.1681,1,2.9859,1,2.6433,0,3.8362,0,3.3542,1,2.8963,6,2,400000,1
aset-0139,2,2,0,0,399,8,"Lorong Veteran No. 15, Kel. Kesawan Kec. Medan Deli, Kota Medan",3.590018,98.666009,3,1.3197,6,0.7429,7,1.2667,1,0.6455,6,0.1593,1,0.5651,1,1.2197,1,1.0916,7,0.4948,33,2,33000000,2
aset-0140,3,0,0,1,586,9,"Blok Katamso No. 18, Kel. Gaharu Kec. Medan Helvetia, Kota Medan",3.577839,98.676641,3,1.3484,6,1.3321,7,0.6021,3,1.7983,5,0.9483,2,2.3044,1,1.3528,1,1.8062,7,0.854,35,2,253500000,2
aset-0141,6,0,1,1,1570,6,"Blok Imam Bonjol No. 6, Kel. Sunggal Kec. Medan Perjuangan, Kota Medan",3.546187,98.670934,1,2.4404,0,4.795,1,2.3371,1,1.2583,0,4.3175,1,1.2745,0,4.9181,0,5.0,0,3.5224,4,2,6400000,1
aset-0142,6,0,2,1,3067,25,"Jl. Ahmad Yani No. 45, Kel. Pusat Pasar Kec. Medan Kota, Kota Medan",3.582793,98.69941,2,1.8837,6,0.4973,5,1.5398,1,0.7168,4,0.7118,0,4.0528,1,2.613,1,2.9819,5,1.8316,25,2,106300000,2
aset-0143,3,0,0,1,728,25,"Jl. Sisingamangaraja No. 6, Kel. Pulo Brayan Kec. Medan Tembung, Kota Medan",3.541246,98.65344,1,2.4475,0,5.0,0,3.2882,1,1.8978,0,5.0,1,2.0827,0,5.0,0,5.0,0,5.0,3,0,1800000,0
aset-0144,3,0,1,1,1748,18,"Jl. Teuku Daud No. 22, Kel. Pusat Pasar Kec. Medan Petisah, Kota Medan",3.585367,98.701023,2,1.8134,5,0.7661,5,1.4262,1,0.9659,4,0.9285,0,4.1387,1,2.7153,0,3.0433,5,2.1166,23,2,66500000,2
aset-0145,3,0,0,1,4883,21,"Jl. Iskandar Muda No. 48, Kel. Sikambing Kec. Medan Marelan, Kota Medan",3.55009,98.622859,0,4.0311,0,5.0,0,5.0,0,4.5641,0,5.0,0,4.7228,0,5.0,0,5.0,0,5.0,0,0,7700000,0
aset-0146,1,2,1,1,420,8,"Jl. Yos Sudarso No. 15, Kel. Bantan Kec. Medan Area, Kota Medan",3.543194,98.66016,1,2.2336,0,5.0,1,2.7864,1,1.3596,0,4.8307,1,1.5219,0,5.0,0,5.0,0,4.4191,4,4,400000,1
aset-0147,2,0,1,1,2268,25,"Jl. Cut Mutia No. 34, Kel. Polonia Kec. Medan Barat, Kota Medan",3.538205,98.699139,0,5.0,0,4.8914,0,4.7111,0,4.3491,0,5.0,0,4.2743,0,5.0,0,5.0,0,4.4374,0,3,1500000,0
aset-0148,6,2,0,1,318,13,"Jl. KH Wahid Hasyim No. 20, Kel. Pusat Pasar Kec. Medan Helvetia, Kota Medan",3.573476,98.681035,3,1.8592,6,1.6297,6,0.9034,3,1.6314,5,1.6271,2,2.6349,1,1.8912,1,2.3785,6,0.3657,33,2,24300000,2
aset-0149,6,2,2,1,2011,6,"Jl. KH Wahid Hasyim No. 50, Kel. Merdeka Kec. Medan Helvetia, Kota Medan",3.633921,98.663044,1,2.004,0,4.244,1,1.2471,0,4.6351,0,3.3235,0,4.3332,0,5.0,0,4.6331,0,4.4729,2,4,1400000,0
aset-0150,2,2,0,1,507,10,"Lorong Cut Mutia No. 1, Kel. Pulo Brayan Kec. Medan Deli, Kota Medan",3.539516,98.695207,0,4.9988,0,4.7241,0,4.2962,0,3.8927,0,4.8414,0,3.8208,0,5.0,0,5.0,0,4.151,0,1,200000,0
aset-0151,4,0,0,1,355,11,"Jl. Teuku Daud No. 32, Kel. Petisah Tengah Kec. Medan Helvetia, Kota Medan",3.557802,98.684194,0,3.0947,1,2.9458,3,2.0679,2,2.2972,1,2.9674,1,2.1396,0,3.6682,0,4.1523,2,1.9237,10,0,5100000,1
aset-0152,6,0,1,1,1114,24,"Jl. Yos Sudarso No. 18, Kel. Polonia Kec. Medan Tembung, Kota Medan",3.589311,98.672629,3,0.5886,7,0.2417,7,0.7079,2,0.4483,7,0.4844,1,1.0569,1,0.4911,1,0.5841,7,0.4015,36,2,274000000,2
aset-0153,1,0,1,0,160,10,"Blok Putri Hijau No. 1, Kel. Pulo Brayan Kec. Medan Deli, Kota Medan",3.571746,98.671016,2,1.8534,6,2.1664,5,0.625,3,2.0416,5,1.4778,2,1.8739,1,2.1356,1,2.5137,7,1.4777,32,2,43900000,2
aset-0154,6,2,1,2,1156,12,"Jl. Teuku Cik Ditiro No. 14, Kel. Gaharu Kec. Medan Sunggal, Kota Medan",3.595075,98.618317,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.1266,0,1,200000,0
aset-0155,5,0,1,1,7238,27,"Jl. Diponegoro No. 45, Kel. Pandan Selamat Kec. Medan Helvetia, Kota Medan",3.593973,98.713958,1,2.8532,1,2.4898,1,2.4375,1,2.68,2,2.5307,0,5.0,0,4.1252,0,4.3234,0,3.6304,6,2,23100000,1
aset-0156,6,0,1,1,6544,17,"Jl. Thamrin No. 1, Kel. Suka Maju Kec. Medan Baru, Kota Medan",3.59873,98.700779,3,1.428,5,1.5803,4,1.0819,1,2.0508,6,1.1592,0,3.9922,1,2.8118,1,2.9088,3,2.4586,24,2,264500000,2
aset-0157,4,2,0,1,902,28,"Perumahan Teuku Cik Ditiro No. 45, Kel. Merdeka Kec. Medan Johor, Kota Medan",3.5696,98.686252,2,2.4401,5,1.6863,6,1.456,2,1.569,4,1.6676,1,2.8018,1,2.4899,1,2.9867,5,0.6649,27,2,34500000,2
aset-0158,6,2,1,0,2177,13,"Jl. Marelan Raya No. 40, Kel. Pulo Brayan Kec. Medan Maimun, Kota Medan",3.632647,98.708403,0,3.0418,0,3.818,0,4.216,0,5.0,0,3.0668,0,5.0,0,5.0,0,5.0,0,5.0,0,1,200000,0
aset-0159,6,2,0,1,615,14,"Jl. Sudirman No. 1, Kel. Bantan Kec. Medan Sunggal, Kota Medan",3.536652,98.691596,0,4.8473,0,5.0,0,4.2714,0,3.7016,0,5.0,0,3.6525,0,5.0,0,5.0,0,4.3597,0,1,200000,1
aset-0160,6,0,2,1,1778,7,"Jl. Cut Mutia No. 40, Kel. Gaharu Kec. Medan Labuhan, Kota Medan",3.572303,98.64407,1,1.751,0,3.8605,1,2.7204,1,2.9139,1,2.9735,1,2.9465,0,4.1506,0,4.1955,1,2.2177,6,3,3300000,1
aset-0161,1,0,0,1,1455,7,"Jl. Sudirman No. 40, Kel. Aur Kec. Medan Polonia, Kota Medan",3.571959,98.647926,1,1.4008,0,3.5513,1,2.295,1,2.5812,1,2.6797,1,2.5961,0,3.7993,0,3.8774,1,2.0511,6,2,4600000,1
aset-0162,5,0,1,0,745,7,"Jl. Katamso No. 25, Kel. Sei Sikambing Kec. Medan Denai, Kota Medan",3.606974,98.618737,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.4933,0,2,1800000,1
aset-0163,3,0,1,0,3972,13,"Jl. Sudirman No. 1, Kel. Sei Sikambing Kec. Medan Helvetia, Kota Medan",3.587622,98.700487,2,1.6174,6,0.8726,5,1.2133,1,1.0397,5,0.9769,0,4.0227,1,2.6198,1,2.916,5,2.0527,26,2,85100000,2
aset-0164,5,0,2,1,836,7,"Jl. Jamin Ginting No. 3, Kel. Kesawan Kec. Medan Labuhan, Kota Medan",3.565117,98.629555,0,3.0328,0,5.0,0,4.2717,0,3.9561,0,4.7461,0,4.0622,0,5.0,0,5.0,0,3.8764,0,3,800000,0
aset-0165,4,2,0,1,102,13,"Jl. Thamrin No. 20, Kel. Gaharu Kec. Medan Polonia, Kota Medan",3.623868,98.676087,2,1.0559,1,2.4798,2,0.6123,0,3.4785,3,1.6356,0,3.4377,0,3.7673,0,3.3234,0,3.4403,8,2,200000,1
aset-0166,5,0,0,0,1607,9,"Perumahan Marelan Raya No. 45, Kel. Pasar Merah Kec. Medan Baru, Kota Medan",3.512221,98.631081,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,2900000,0
aset-0167,3,2,0,1,2285,7,"Jl. Sisingamangaraja No. 40, Kel. Gaharu Kec. Medan Maimun, Kota Medan",3.582267,98.696227,2,1.7239,7,0.1394,5,1.4389,1,0.3594,5,0.3673,0,3.7436,1,2.3005,1,2.6929,5,1.4856,27,2,93800000,2
aset-0168,2,0,0,0,3144,12,"Jl. KH Wahid Hasyim No. 48, Kel. Sei Sikambing Kec. Medan Polonia, Kota Medan",3.586552,98.638927,0,3.2852,0,3.7397,0,3.8906,0,3.6308,1,2.9062,0,3.0421,0,4.2425,0,4.088,1,1.8043,2,2,3900000,0
aset-0169,4,2,1,0,673,21,"Jl. Iskandar Muda No. 5, Kel. Gaharu Kec. Medan Selayang, Kota Medan",3.587648,98.685601,3,0.8906,7,0.272,6,0.7331,2,1.0337,8,0.0774,1,2.428,1,0.9897,1,1.3722,6,0.4061,35,2,83200000,2
aset-0170,5,0,0,0,1319,26,"Jl. Yos Sudarso No. 45, Kel. Padang Bulan Kec. Medan Tembung, Kota Medan",3.588371,98.632547,0,3.8991,0,4.4085,0,4.5749,0,4.2984,0,3.6022,0,3.6762,0,4.9366,0,4.7527,1,2.4928,1,2,5100000,0
aset-0171,3,2,2,1,764,16,"Jl. Jamin Ginting No. 15, Kel. Gaharu Kec. Medan Area, Kota Medan",3.591969,98.687214,3,0.4213,7,0.4501,6,0.6011,2,1.2811,8,0.5051,1,2.4881,1,1.1545,1,1.3741,6,0.8001,35,2,64900000,2
aset-0172,2,0,0,1,446,11,"Lingkungan Jamin Ginting No. 15, Kel. Polonia Kec. Medan Perjuangan, Kota Medan",3.538195,98.669264,0,3.0856,0,5.0,0,3.206,1,1.9574,0,5.0,1,2.0355,0,5.0,0,5.0,0,4.4134,2,2,1400000,0
aset-0173,2,0,0,0,1061,22,"Gang Gatot Subroto No. 2, Kel. Polonia Kec. Medan Kota, Kota Medan",3.58177,98.708347,1,2.7045,3,1.4814,1,2.301,1,1.7034,2,1.7087,0,5.0,0,3.5972,0,3.9427,3,2.7455,11,2,15400000,1
aset-0174,3,2,2,1,2166,9,"Jl. Setiabudi No. 22, Kel. Sunggal Kec. Medan Area, Kota Medan",3.601378,98.703538,2,1.809,4,1.7708,1,1.4915,1,2.4517,6,1.1145,0,4.3352,0,3.2054,0,3.2716,2,2.8757,16,2,9700000,1
aset-0175,5,2,1,0,1024,15,"Jl. Jamin Ginting No. 50, Kel. Petisah Tengah Kec. Medan Area, Kota Medan",3.57502,98.667536,2,1.7905,5,1.9163,6,0.8932,3,2.036,5,1.2153,2,2.1335,1,1.9692,1,2.2673,7,1.7221,32,2,172300000,2
aset-0176,5,0,0,1,2959,16,"Jl. Gatot Subroto No. 20, Kel. Aur Kec. Medan Perjuangan, Kota Medan",3.585192,98.709422,1,2.6142,3,1.6394,1,2.1931,1,1.8567,3,1.8387,0,5.0,0,3.6376,0,3.9436,1,2.9649,10,2,15200000,1
aset-0177,3,2,0,0,339,19,"Lorong Jamin Ginting No. 45, Kel. Gaharu Kec. Medan Area, Kota Medan",3.587623,98.646931,1,2.9489,1,2.8456,0,3.1188,1,2.7372,2,2.0111,1,2.1665,0,3.3474,0,3.1947,2,0.9085,8,2,700000,1
aset-0178,1,0,0,1,796,8,"Jl. Balai Kota No. 1, Kel. Pulo Brayan Kec. Medan Barat, Kota Medan",3.586455,98.711169,1,2.734,1,1.8615,1,2.3077,1,2.0763,3,2.0526,0,5.0,0,3.8124,0,4.1006,0,3.195,7,2,2900000,1
aset-0179,3,0,0,0,5382,23,"Jl. Iskandar Muda No. 5, Kel. Padang Bulan Kec. Medan Petisah, Kota Medan",3.581872,98.635677,0,3.1463,0,4.2167,0,3.95,0,4.1107,0,3.3493,0,3.5666,0,4.6741,0,4.5676,1,2.2862,1,0,17100000,1
aset-0180,6,0,1,1,821,26,"Jl. Thamrin No. 34, Kel. Pusat Pasar Kec. Medan Marelan, Kota Medan",3.604887,98.628294,0,5.0,0,5.0,0,4.877,0,4.9202,0,4.44,0,4.2192,0,5.0,0,5.0,0,3.4503,0,5,1500000,1
aset-0181,4,0,0,1,909,13,"Jl. Sisingamangaraja No. 45, Kel. Bantan Kec. Medan Timur, Kota Medan",3.53591,98.6122,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,2300000,0
aset-0182,4,0,1,1,2718,21,"Blok Jamin Ginting No. 24, Kel. Polonia Kec. Medan Maimun, Kota Medan",3.584755,98.687592,3,1.2084,7,0.6244,7,0.8114,2,0.6738,8,0.4615,1,2.7539,1,1.3122,1,1.7348,6,0.6689,36,2,245600000,2
aset-0183,2,0,2,1,662,27,"Jl. KH Wahid Hasyim No. 45, Kel. Pusat Pasar Kec. Medan Helvetia, Kota Medan",3.560633,98.682367,1,2.8496,1,2.7587,4,1.7446,2,2.1676,2,2.7528,1,1.9951,0,3.3193,0,3.7992,3,1.6176,14,3,7500000,1
aset-0184,3,0,2,1,3812,19,"Komplek Cut Mutia No. 28, Kel. Pasar Merah Kec. Medan Marelan, Kota Medan",3.548809,98.681171,0,3.1314,0,3.9971,1,2.4956,1,2.0538,0,4.0222,1,1.9647,0,4.6036,0,5.0,1,2.9391,4,3,900000,1
aset-0185,3,2,0,1,1031,14,"Jl. Diponegoro No. 36, Kel. Petisah Tengah Kec. Medan Tembung, Kota Medan",3.496526,98.6651,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,200000,0
aset-0186,1,2,0,1,212,28,"Jl. Thamrin No. 14, Kel. Bantan Kec. Medan Polonia, Kota Medan",3.579826,98.676355,4,1.1332,6,1.1704,7,0.3836,2,1.5808,5,0.7514,2,2.1059,1,1.1335,1,1.5832,7,0.9097,35,2,28900000,2
aset-0187,4,0,1,1,1851,15,"Perumahan Iskandar Muda No. 48, Kel. Gaharu Kec. Medan Baru, Kota Medan",3.513835,98.668461,0,5.0,0,5.0,0,5.0,0,4.5967,0,5.0,0,4.7042,0,5.0,0,5.0,0,5.0,0,5,1300000,0
